,Index,Tamil,English
821,821,என்னங்க இது புதுசா இருக்கு.. மாஸ்க்குக்கு பதில் இனி 'கோஸ்க்'.. தென் கொரியாவில் அறிமுகம்.. என்ன ஸ்பெஷல்? , What's new.. The answer to the mask is now 'Cosq'.. Launched in South Korea.. What's special?
822,822, மிக மோசமான பாதிப்பு! நெதர்லாந்தில் கண்டறியப்பட்ட புதிய VB வேரியண்ட்.. கொரோனா இல்லை எச்ஐவியாம்!, The worst impact! New VB Variant Discovered in Netherlands.. Corona Not HIV!
823,823, அதிகரிக்கும் ரஷ்யா-உக்ரைன் பதற்றம்.. சீன அதிபர் ஜி ஜின்பிங் உடன் ரஷ்ய அதிபர் புதின் திடீர் சந்திப்பு ,Increasing Russia-Ukraine tension.. Russian President Putin's surprise meeting with Chinese President Xi Jinping
824,824, குண்டர்களின் கூடாரமான சமாஜ்வாதி கட்சி! உத்தரப்பிரதேசத்தில் அமித்ஷா அனல்பறக்கும் பிரசாரம்! ," Samajwadi Party, the tent of thugs! Amit Shah's campaign in Uttar Pradesh!"
825,825,விழாக்கோலம் பூண்ட கோரக்பூர்.. அமித்ஷா முன்னிலையில்.. வேட்புமனு தாக்கல் செய்தார் யோகி ஆதித்யநாத்!, Gorakhpur.. in the presence of Amit Shah.. Yogi Adityanath filed his nomination!
826,826, கேட்டுச்சா.. அமித்ஷாவே சொல்லிட்டாரு.. 300 இடங்களில் ஜெயிக்க போகிறதாம் பாஜக.. விழிக்கும் அகிலேஷ்?,If you ask..Amit Shah himself said..BJP is going to win in 300 seats..Will Akhilesh wake up?
827,827,உ.பி.யை மீண்டும் கலவரக்காரர்கள் கையில் கொடுத்துவிடாதீர்கள்.. டிஜிட்டல் பிரசாரத்தில் மோடி பேச்சு, Don't give UP to rioters again.. Modi speech in digital campaign
828,828, சமாஜ்வாதி கூட்டணியில் விரிசல்.. என்ன செய்யப்போகிறார் அகிலேஷ் யாதவ்? அடுத்தடுத்த திருப்பங்கள், Cracks in the Samajwadi alliance.. What will Akhilesh Yadav do? Subsequent turns
829,829,உ.பி: யோகி ஆதித்யநாத்துக்கு ரூ1.54 கோடி சொத்து; துப்பாக்கிகளும் வெச்சிருக்காராம்! , UP: Yogi Adityanath owns Rs 1.54 crore; Guns are hot!
830,830,"ஜாதி அரசியல், அதிகாரம் மூலம் மிரட்டல்- என் வேட்புமனு கதி? யோகி மீது சந்திரசேகர ஆசாத் பாய்ச்சல் ","Caste politics, intimidation through power- the fate of my candidature? Chandrasekhara Azad jumps on Yogi"
831,831,விஷேசத்துக்கு திருமண மண்டபம்! துக்க வீட்டிற்கு ஐஸ் பாக்ஸ்! கலக்கும் உசிலம்பட்டி திமுக வேட்பாளர்! , Special wedding hall! Ice box for the house of mourning! Usilampatti DMK candidate who is confused!
832,832,"நெல்லை: பள்ளி சுவர் இடிந்து 3 மாணவர்கள் உயிரிழந்த வழக்கில் தனியார் தாளாளர், தலைமை ஆசிரியை விடுவிப்பு"," Nellai: In the case of the school wall collapsing and the death of 3 students, the private teacher and the head teacher were released"
833,833,மூக்கில் கொரோனா டெஸ்ட் எடுத்தா தெரியாது “அந்த” இடத்தில் எடுக்கனும்..பெண்ணிடம் அத்துமீறியவருக்கு சிறை," don't know if the corona test is taken in the nose, it should be taken at ""that"" place"
834,834,"டீச்சரின் ""கசமுசா"".. தண்டனையிலிருந்து தப்பிக்க மாணவனை திருமணம் செய்து, குழந்தை பெற்று.. செம எஸ்கேப்"," Teacher's ""Kasamusa""."
835,835,"பரபரத்த டாப் அதிகாரிகள்.. அமெரிக்காவில் பென்டகனுக்குள் நுழைந்த ""கோழி"".. அடுத்து நடந்த செம ட்விஸ்ட்! "," Excited top officials.. ""Chicken"" entered the Pentagon in the United States.. The next twist!"
836,836,மலைத் தேனும் தினை மாவும்... பழனி மலை முருகனுக்கு ஆட்டம் பாட்டத்துடன் சீர் வரிசை அமர்க்களம் ,Mountain honey and millet flour...Palani Mountain Amarkalam with atam batam for Murugan
