,Index,Tamil,English
893,893,பாஜக தான் கண்டிப்பாக ஆட்சி அமைக்கும்.. பெரும்பான்மை இருந்தாலும் அதை செய்வோம் - தேவேந்திர ஃபட்னாவிஸ் , BJP will definitely form the government.. Even if there is a majority we will do it - Devendra Fadnavis
894,894,வேட்பாளர்களை ரிசார்ட்டில் அடைத்த காங்..அவங்க மேல அவங்களுகே நம்பிக்கையில்லை.. சாடும் கோவா முதல்வர்..!,The Congress locked up the candidates in the resort.. They have no faith in them.. Chatum Goa Chief Minister..!
895,895,நேட்டோ உடன் சேர மாட்டோம்...புடினுடன் நேரடியாக பேசத்தயார் - உக்ரைன் அதிபர் ஜெலன்ஸ்கி அறிவிப்பு , Will not join NATO...Who spoke directly to Putin - Ukraine President Zelensky announced
896,896,"நிலைப்பாட்டை மாற்றிய WHO.. பூஸ்டர் டோஸ் ""அவசர அவசியம்"" என பரிந்துரை! சமமாக கிடைக்க அட்வைஸ் "," WHO has changed its stance.. booster dose is recommended as ""urgent""! Equally available advice"
897,897,விட்டுக்கொடுக்க ரெடி! திடீரென மனம்மாறிய உக்ரைன் அதிபர்.. ரஷ்யாவிற்கு சாதகம்! முடிவை நோக்கி போர்? ,Ready to give up! The president of Ukraine who suddenly changed his mind.. Favorable for Russia! War towards the end?
898,898,"மோடி செய்த 2 அவசர கால்! கிரீன் சிக்னல் தந்த புடின், செலன்ஸ்கி! உக்ரைன் சுமியில் நடந்த பரபர Operation"," 2 emergency call made by Modi! Putin gave the green signal, Selensky! Parapara Operation in Sumy, Ukraine"
899,899,புடினை தடுக்காவிட்டால் என்ன நடக்கும் தெரியுமா? பரபரப்பை கிளப்பும் உக்ரைன் அதிபரின் மனைவி! , Do you know what will happen if Putin is not stopped? The wife of the president of Ukraine who stirs excitement!
900,900,"""ஆப்ரேஷன் கங்காவில்"" வங்கதேச மாணவர்களையும் மீட்ட இந்தியா.. மோடிக்கு நன்றி சொன்ன ஷேக் ஹசீனா ","Sheikh Hasina thanked India for rescuing Bangladeshi students in ""Operation Ganga""."
901,901,"போருக்கு எதிர்ப்பு: பெப்சி, கோக், மெக் டொனால்ட்..ரஷ்யாவில் ""பூட்டு போட்ட"" பன்னாட்டு நிறுவனங்கள்"," Opposition to war: Pepsi, Coke, McDonald's...multinationals ""locked"" in Russia"
902,902, மோடிதான் என்னை மீட்டது! பாகிஸ்தான் மாணவியிடமிருந்து பறந்து வந்த தேங்ஸ்! அசத்தும் ஆபரேஷன் கங்கா , Modi saved me! A flying thongs from a Pakistani student! Amazing Operation Ganga
903,903,நெஞ்சு பதைபதைக்கிறது.. இதயம் உடைகிறது.. உக்ரைன் அழகியின் உறைய வைக்கும் பேச்சு.. பரபரப்பு! ,Heart breaking.. Heart breaking.. Ukrainian beauty's chilling speech.. Sensational!
904,904,கச்சா பாதம் இல்ல! TikTok மூலம் புடினை நடுங்க வைத்த 20 வயது பெண்! திரும்பி பார்த்த மேற்குலகம்! எப்படி , No raw feet! The 20-year-old woman who shook Putin with TikTok! The West looked back! how
905,905,ஜப்பானில் உடைந்த கில்லிங் ஸ்டோன்.. 1000 ஆண்டுக்கு முன் இறந்த அழகான தீயசக்திக்கு மீண்டும் உயிர்ப்பு? , Broken Killing Stone in Japan..Resurrection of a beautiful evil that died 1000 years ago?
906,906,யுக்ரேன் அதிபர் மனைவி ஒலேனா ஸெலென்ஸ்கா: திரைக்குப் பின்னிருந்து முக்கியப் பங்காற்றும் பெண்மணி,"Ukraine President's Wife Olena Zelenska: Behind the scenes, the woman who plays an important role"
